Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q5SJ33	unreviewed	Sensor histidine kinase	TTHA1181	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	515	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]		membrane [GO:0016020]	phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]	GO:0000155; GO:0016020; GO:0046983
Q5SJ36	unreviewed	PatA-like N-terminal domain-containing protein	TTHA1178	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	250					
Q5SJ38	unreviewed	DUF4115 domain-containing protein	TTHA1176	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	285	membrane [GO:0016020]; DNA binding [GO:0003677]		membrane [GO:0016020]	DNA binding [GO:0003677]	GO:0003677; GO:0016020
Q5SJ40	unreviewed	Trk system potassium uptake protein TrkA	TTHA1174	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	446	plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]		plasma membrane [GO:0005886]	potassium ion transmembrane transporter activity [GO:0015079]	GO:0005886; GO:0015079
Q5SJ41	unreviewed	Trk system potassium uptake protein (TrkG)	TTHA1173	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	490	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; potassium:chloride symporter activity [GO:0015379]		plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; potassium:chloride symporter activity [GO:0015379]	GO:0005886; GO:0015379; GO:0046872
Q5SJ43	unreviewed	Amino acid ABC transporter, periplasmic amino acid-binding protein	TTHA1171	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	254	cell envelope [GO:0030313]; membrane [GO:0016020]; ligand-gated monoatomic ion channel activity [GO:0015276]		cell envelope [GO:0030313]; membrane [GO:0016020]	ligand-gated monoatomic ion channel activity [GO:0015276]	GO:0015276; GO:0016020; GO:0030313
Q5SJ44	unreviewed	Amino acid ABC transporter, permease protein	TTHA1170	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	261	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]	amino acid transport [GO:0006865]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	transmembrane transporter activity [GO:0022857]	GO:0006865; GO:0022857; GO:0043190
Q5SJ46	unreviewed	Uncharacterized protein	TTHA1168	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	187					
Q5SJ48	unreviewed	Lipopolysaccharide assembly protein A domain-containing protein	TTHA1166	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	105	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
Q5SJ51	unreviewed	Uncharacterized protein	TTHA1163	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	76					
Q5SJ52	unreviewed	Excisionase domain protein	TTHA1162	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	137	DNA binding [GO:0003677]			DNA binding [GO:0003677]	GO:0003677
Q5SJ53	unreviewed	PNPLA domain-containing protein	TTHA1161	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	275	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]	lipid catabolic process [GO:0016042]		hydrolase activity [GO:0016787]	GO:0016042; GO:0016787
Q5SJ54	unreviewed	Uncharacterized protein	TTHA1160	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	138	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ55	unreviewed	Amino acid ABC transporter, ATP-binding protein	TTHA1159	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	244	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]			ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]	GO:0005524; GO:0015424; GO:0016887; GO:0046872
Q5SJ56	unreviewed	TRAP C4-dicarboxylate transport system permease DctM subunit domain-containing protein	TTHA1158	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	657	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ57	unreviewed	Immunogenic protein	TTHA1157	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	314					
Q5SJ59	unreviewed	Mercuric resistance operon regulatory protein (MerR)	TTHA1155	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	142	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]			DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700
Q5SJ60	unreviewed	Uncharacterized protein	TTHA1154	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	40					
Q5SJ63	unreviewed	Uncharacterized protein	TTHA1151	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	159					
Q5SJ66	unreviewed	Propionyl-CoA carboxylase, alpha subunit	TTHA1148	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	525	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; propionyl-CoA carboxylase activity [GO:0004658]; carbon fixation [GO:0015977]; fatty acid biosynthetic process [GO:0006633]	carbon fixation [GO:0015977]; fatty acid biosynthetic process [GO:0006633]	acetyl-CoA carboxylase complex [GO:0009317]	acetyl-CoA carboxylase activity [GO:0003989]; propionyl-CoA carboxylase activity [GO:0004658]	GO:0003989; GO:0004658; GO:0006633; GO:0009317; GO:0015977
Q5SJ67	unreviewed	Uncharacterized protein	TTHA1147	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	153	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ68	unreviewed	Electron transfer flavoprotein, alpha subunit	TTHA1146	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	316	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]		electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]	GO:0009055; GO:0033539; GO:0050660
Q5SJ69	unreviewed	Electron transfer flavoprotein subunit beta	TTHA1145	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	247	electron transfer activity [GO:0009055]			electron transfer activity [GO:0009055]	GO:0009055
Q5SJ70	unreviewed	Acetyl-Coenzyme A dehydrogenase, medium chain	TTHA1144	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	410	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660
Q5SJ72	unreviewed	Response regulator receiver domain protein	TTHA1142	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	118	phosphorelay signal transduction system [GO:0000160]	phosphorelay signal transduction system [GO:0000160]			GO:0000160
Q5SJ73	unreviewed	Cation-transporting ATPase	TTHA1141	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	809	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		membrane [GO:0016020]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016020; GO:0016887
Q5SJ77	unreviewed	Major facilitator superfamily transporter	TTHA1137	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	382	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
Q5SJ78	unreviewed	Uncharacterized protein	TTHA1136	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	156	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ82	unreviewed	Probable gliding protein mglA	TTHA1132	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	196	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]			GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]	GO:0003924; GO:0005525; GO:0046872
Q5SJ84	unreviewed	ArgE/DapE/Acy1 family peptidase	TTHA1130	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	441	cytosol [GO:0005829]; metal ion binding [GO:0046872]; succinyl-diaminopimelate desuccinylase activity [GO:0009014]; lysine biosynthetic process via diaminopimelate [GO:0009089]	lysine biosynthetic process via diaminopimelate [GO:0009089]	cytosol [GO:0005829]	metal ion binding [GO:0046872]; succinyl-diaminopimelate desuccinylase activity [GO:0009014]	GO:0005829; GO:0009014; GO:0009089; GO:0046872
Q5SJ86	unreviewed	Probable peptidase	TTHA1128	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	294	carboxylic ester hydrolase activity [GO:0052689]			carboxylic ester hydrolase activity [GO:0052689]	GO:0052689
Q5SJ87	unreviewed	Uncharacterized protein	TTHA1127	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	54	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ88	unreviewed	Quinate 5-dehydrogenase	TTHA1126	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	300					
Q5SJ92	unreviewed	Asp23/Gls24 family envelope stress response protein	TTHA1122	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	112					
Q5SJ95	unreviewed	Acid phosphatase/vanadium-dependent haloperoxidase related protein	TTHA1119	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	151	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ96	unreviewed	Uncharacterized protein	TTHA1118	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	67	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ97	unreviewed	Iron-sulfur protein	TTHA1117	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	661	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]		plasma membrane [GO:0005886]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0005886; GO:0016491; GO:0046872; GO:0051539
Q5SJ98	unreviewed	Methyltransferase	TTHA1116	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	178					
Q5SJ99	unreviewed	Integral membrane protein TerC family	TTHA1115	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	224	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJA0	unreviewed	Ferric enterobactin esterase-related protein	TTHA1114	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	312					
Q5SJA2	unreviewed	DUF1517 domain-containing protein	TTHA1112	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	283	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJA4	unreviewed	Glycosyl transferase family 1 domain-containing protein	TTHA1110	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	204	glycosyltransferase activity [GO:0016757]			glycosyltransferase activity [GO:0016757]	GO:0016757
Q5SJA5	unreviewed	Glycosyltransferase	TTHA1109	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	335					
Q5SJA6	unreviewed	Permease	TTHA1108	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	368	ATP-binding cassette (ABC) transporter complex [GO:0043190]; lipopolysaccharide transport [GO:0015920]	lipopolysaccharide transport [GO:0015920]	ATP-binding cassette (ABC) transporter complex [GO:0043190]		GO:0015920; GO:0043190
Q5SJA7	unreviewed	Organic solvent tolerance-like N-terminal domain-containing protein	TTHA1107	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	209					
Q5SJA8	unreviewed	O-antigen ligase-related domain-containing protein	TTHA1106	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	477	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJA9	unreviewed	Uncharacterized protein	TTHA1105	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	133					
Q5SJB1	unreviewed	FemA-related protein	TTHA1103	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	340	aminoacyltransferase activity [GO:0016755]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]		aminoacyltransferase activity [GO:0016755]	GO:0008360; GO:0009252; GO:0016755; GO:0071555
Q5SJB2	unreviewed	Uncharacterized protein	TTHA1102	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	181					
Q5SJB3	unreviewed	Organic solvent tolerance-like N-terminal domain-containing protein	TTHA1101	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	286	cell outer membrane [GO:0009279]; outer membrane-bounded periplasmic space [GO:0030288]; glycolipid transfer activity [GO:0017089]; lipopolysaccharide transport [GO:0015920]	lipopolysaccharide transport [GO:0015920]	cell outer membrane [GO:0009279]; outer membrane-bounded periplasmic space [GO:0030288]	glycolipid transfer activity [GO:0017089]	GO:0009279; GO:0015920; GO:0017089; GO:0030288
Q5SJB4	unreviewed	Uncharacterized protein	TTHA1100	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	309					
Q5SJB5	unreviewed	Sugar ABC transporter, ATP-binding protein	TTHA1099	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	496	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0016887
Q5SJB6	unreviewed	Membrane lipoprotein	TTHA1098	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	395	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
Q5SJC1	unreviewed	Lipoprotein	TTHA1093	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	170					
Q5SJC3	unreviewed	Adenosine monophosphate-protein transferase	TTHA1091	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	161					
Q5SJC7	unreviewed	Cell division protein FtsQ-related protein	TTHA1087	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	194	cell division [GO:0051301]	cell division [GO:0051301]			GO:0051301
Q5SJD0	unreviewed	UDP-N-acetylglucosamine--N-acetylmuramyl-(Pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	TTHA1084	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	268	membrane [GO:0016020]; hexosyltransferase activity [GO:0016758]; carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975]; lipid glycosylation [GO:0030259]	carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975]; lipid glycosylation [GO:0030259]	membrane [GO:0016020]	hexosyltransferase activity [GO:0016758]	GO:0005975; GO:0016020; GO:0016758; GO:0030259; GO:1901137
Q5SJD4	unreviewed	Lipoprotein	TTHA1080	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	232					
Q5SJD5	unreviewed	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl ligase	TTHA1079	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	438	acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]		acid-amino acid ligase activity [GO:0016881]; ATP binding [GO:0005524]	GO:0005524; GO:0008360; GO:0009252; GO:0016881; GO:0051301; GO:0071555
Q5SJD6	unreviewed	Penicillin-binding protein	TTHA1078	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	439	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; cell wall organization [GO:0071555]	cell wall organization [GO:0071555]	plasma membrane [GO:0005886]	penicillin binding [GO:0008658]	GO:0005886; GO:0008658; GO:0071555
Q5SJD7	unreviewed	Cell division protein FtsL	TTHA1077	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	81					
Q5SJE0	unreviewed	Uncharacterized protein	TTHA1074	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	59	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJE3	unreviewed	Competence protein ComF	TTHA1071	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	205					
Q5SJE4	unreviewed	M23ase beta-sheet core domain-containing protein	TTHA1070	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	411	metalloendopeptidase activity [GO:0004222]			metalloendopeptidase activity [GO:0004222]	GO:0004222
Q5SJE5	unreviewed	Cell division protein FtsX	TTHA1069	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	284	plasma membrane [GO:0005886]; cell division [GO:0051301]	cell division [GO:0051301]	plasma membrane [GO:0005886]		GO:0005886; GO:0051301
Q5SJE6	unreviewed	Proline dipeptidase	TTHA1068	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	344	aminopeptidase activity [GO:0004177]; metalloexopeptidase activity [GO:0008235]; transition metal ion binding [GO:0046914]			aminopeptidase activity [GO:0004177]; metalloexopeptidase activity [GO:0008235]; transition metal ion binding [GO:0046914]	GO:0004177; GO:0008235; GO:0046914
Q5SJF3	unreviewed	VWFA domain-containing protein	TTHA1061	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	706					
Q5SJF5	unreviewed	IMPACT family member YigZ	TTHA1053	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	191	cytoplasm [GO:0005737]; regulation of translational initiation [GO:0006446]	regulation of translational initiation [GO:0006446]	cytoplasm [GO:0005737]		GO:0005737; GO:0006446
Q5SJF7	unreviewed	Uncharacterized protein	TTHA1051	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	91					
Q5SJF9	unreviewed	Uncharacterized protein	TTHA1049	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	433	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
Q5SJG1	unreviewed	Uncharacterized protein	TTHA1047	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	117	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJG2	unreviewed	PhoH-like protein	TTHA1046	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	331	cytosol [GO:0005829]; ATP binding [GO:0005524]		cytosol [GO:0005829]	ATP binding [GO:0005524]	GO:0005524; GO:0005829
Q5SJG5	unreviewed	Elongation factor G-binding protein C-terminal treble-clef zinc-finger domain-containing protein	TTHA1043	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	120					
